startupID,startupName,ICB_industry,accelaratorResult,accelerator,accleratorDate,ICB_sector,businessModel,dealInvestmentAmount,description,equityValuation,foundedDate,groupClassification,incubator,incubatorDate,incubatorResult,investmentStage,investorName,investorType,keyword,linkedinURL,roundDate,roundInvestmentAmount,roundInvestorCount,roundLeadInvestorType,roundValuation,source,stageClassification,startupClassification,startupStatus,state,founderName,city,website,Lat,Lon
YNOS0001,100RUPIS.COM,Consumergoods,,,,personal and household goods,B2C,,"platform where people can buy and sell products,  and services for just 100 rupees. Their goal is to help people make a living with their site. If sellers can focus on volume there is a big market waiting for them.",,2014-01-01,['Household Products'],,,,,[''],,['Platform to buy and sell products at 100 rupees'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Consumer Products and Services'],Angel investment,Maharashtra,['KEERTHI KADHAM'],Pune,,18.50989,73.807182
YNOS0002,14 SQUARE,Technology,,,,Software & Computer Services,B2C,,Square is a merchant services aggregator and mobile payment company that aims to simplify commerce through technology.,,2009-02-01,['Payments and Wallet'],,,,,[''],,['Mobile payment technology'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Fin-Tech and Payments'],Angel investment,California,"['JIM MC KELVEY',  'JACK DORSEY']",San Francisco,,13.094454,77.586014
YNOS0003,1CROWD,Financials,,,,Financial services,B2B,,1crowd is a unique equity crowd funding platform focused on connecting investors with a host of extremely promising Indian start-ups and early stage ventures with an array of capital solutions and co-investment commitment.,,2015-01-01 0:00:00,['Crowdfunding'],,,,,['GANESH NATARAJAN'],,['Crowd funding platform'],,"[Timestamp('2017-02-01 00:00:00'),  '',  '']","['',  '',  '']","[1.0,  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Fin-Tech and Payments'],Angel investment,Maharashtra,[],Mumbai,,19.180874,72.857452
YNOS0004,1MG (HEALTHKARTPLUS),Healthcare,B2C,,,Healthcare,B2C,,1mg is an online pharmacy network and generic medicine engine.,,2012-01-01,['Paramedical services'],,,,['Private Equity'],['DEEP KALRA'],['Angel'],['Online pharmacy'],[''],[Timestamp('2015-04-20 00:00:00')],[384.9148954],,,,TrakIn,['Series B'],['Health-Tech'],Angel investment,Haryana,"['Sameer Maheshwari',  'Prashanth Tandon']",Gurgaon,,28.457523,77.026344
YNOS0005,1PLIFY,Technology,,,,Software & Computer Services,B2C,,1Plify is a global admission portal that allows students to directly connect with institutions of their choice around the world.,,,['Training for entrance exams'],NUMA Accelerator,2016-05-01 0:00:00,,,[''],,['Student Addmission portal'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Edu-Tech'],,Karnataka,[],Bengaluru,,13.094454,77.586014
YNOS0006,20DRESSES,Consumerservices,,,,personal and household goods,B2C,"[21.38416086,  21.38416086,  21.38416086]","20Dresses is an exclusive Members-Only site where the users get their PERSONAL STYLIST setting up their PERSONAL SHOWROOM filled with trendiest fashion products. These products are handpicked and purchased keeping specifically in mind their fashion profile,  taste,  size and latest trends!","['',  '',  '']",,['Specialized Consumer Services'],,,,"['Seed Funding',  'Seed Funding',  'Seed Funding']","['BS NAGESH',  'SRINIVAS ALURI',  'SRINIVAS MODUKURY']","['Angel',  'Angel',  'Angel']","['personal stylist', 'fashion']","['http://www.indiainfoline.com/article/news-sector-others/mr-b-s-nagesh-managing-director-and-ceo-shoppers-stop-ltd-1131114001771.html',  '',  '']","[Timestamp('2015-02-13 00:00:00'),  Timestamp('2015-02-13 00:00:00'),  Timestamp('2015-02-13 00:00:00')]","[64.15248257,  64.15248257,  64.15248257]",,,,TrakIn,"['Seed',  'Seed',  'Seed']",['Consumer Products and Services'],Angel investment,Maharashtra,['Sumant Kasliwal'],Mumbai,,19.180874,72.857452
YNOS0007,21G DESIGN WORK,Technology,,,,Technology Hardware & Equipment,B2C,,Design and Development of High Performance Cricket Leg Gear,,,['Wearable Technology'],NDBI,2015-01-01 0:00:00,,,[''],,['Sports wearable'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Technology'],,,[],Bengaluru,http://www.21g.in,13.094454,77.586014
YNOS0008,2MPOWER HEALTH MANAGEMENT SERVICES,Healthcare,,,,Healthcare,B2C,,"2mpower Health Management Services Pvt. Ltd. develops a fitness activity device. The company offers an easy-to-carry device that tracks the statistics of daily activities of the customer. Its device tracks various data,  such as sleep hours,  calories burnt,  and distance travelled.",,2014-01-01 0:00:00,['Wearable Technology'],,,,,[''],,['Fitness activity device developers'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Technology'],Angel investment,Karnataka,['Mohammed Hussain Naseem'],Bengaluru,,13.094454,77.586014
YNOS0009,3 IT TECH (ONLINE CLASSIFIED),Technology,,,,Software & Computer Services,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Software and Internet Services'],Angel investment,,[],,,,
YNOS0010,30 SECONDS CV,Technology,,,,Software & Computer Services,B2C,,"30secondscv.com created for the job hunters and recruiters to come at a common platform where they can connect up and look for mutual benefit. We believe that softer skills play a key role in a selection of any employee. Hence our concept is for a job hunter to create a 30 second video of himself,  highlighting his qualifications and KRA's for the recruiters. It also works well with the recruiters who are on deadlines to hire,  and can shortlist the candidates based on the short video along with his CV.",,,['Social platforms for Educational sector'],,,,,[''],,['Platform for job hunters and recruiters'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Social Platforms'],Angel investment,Delhi,[],New Delhi,,28.526592,77.290169
YNOS0011,33COUPONS.IN,Technology,,,,Software & Computer Services,B2C,,33Coupons.in gives you the updated and reliable information of all the latest coupon codes or promotional codes available on several leading e-retailers/ merchants in India.,,2015-01-01 0:00:00,['Specialized Consumer Services'],,,,,[''],,['A place to find top discount offers'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Consumer Products and Services'],Angel investment,Uttar Pradesh,['Sanjeev Kumar'],Kanpur,,26.449923,80.331871
YNOS0012,360CABS SOFTWARE SERVICES,Technology,,,,Software & Computer Services,B2C,,360Cabs Software Services Private Limited operates a ride-sharing platform for urban travel that allows ride-sharing of two wheelers and four wheelers.,,2016-01-01 0:00:00,['Transportation Services'],,,,,[''],,['Ride-sharing platform of two wheelers and four wheelers'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Hyperlocal and Logistics'],Angel investment,Karnataka,['Lokesh Bevara'],Bengaluru,,13.094454,77.586014
YNOS0013,361 DEGREE MINDS CONSULTING,Consumerservices,,,,Retail,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Edu-Tech'],Angel investment,,[],,,,
YNOS0014,3E BARGE AND GREEN CONTAINER,Technology,,,,Technology Hardware & Equipment,B2B,,It is a platform which is designed for cargo carrying  which is safe and eco friendly.,,,['Green transportation'],,,,,[''],,"['Cargo carrying containers',  'Green containers']",,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Startup Centre,,['Clean Technology'],Incubation,,[],,,,
YNOS0015,3LOQ LABS,Industrials,,,,Industrial goods and services,B2B,,"3LOQ enables brands and retailers to understand individual customer???s behaviour,  based on past action and context,  using its advanced  machine-learning algorithms. ",,2014-01-01 0:00:00,['Big Data Analytics and Machine learning'],,,,,[''],,['Platform for brands to understand customer behaviour'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Software and Internet Services'],Angel investment,Andhra Pradesh,['Sunil Motaparti'],Hyderabad,,17.437462,78.448288
YNOS0016,4 FRONT ANALYTICS,Industrials,,,,Industrial goods and services,B2B,,The aim of 4Front is to provide powerful and innovative solutions for enhanced business profitability and productivity..,,,['Buisness and Management consultancy'],IIT-KANPUR  SIIC,2015-01-01 0:00:00,,,[''],,['Business Consultancy'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Industrial and Business Products and Services'],,,[],Kanpur,http://www.4frontanalytics.com,26.449923,80.331871
YNOS0017,42 SOLUTIONS,Technology,,,,Software & Computer Services,B2B,"['',  '',  '',  '',  '',  '',  '',  '',  '',  '']","two 42 solutions LLC develops software for opinion research,  media monitoring,  and integrated analytics.","['',  '',  '',  '',  '',  '',  '',  '',  '',  19.52881478]",2012-01-01,['Big Data Analytics and Machine learning'],,,,"['Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed']","['ANUPAM GOPAL MITTAL',  'BRIJ BHASIN',  'DINESH CHANDRA AGARWAL',  'KAVITA MEHTA',  'MURUGAVEL JANAKIRAMAN',  'RAJESH SAWHNEY',  'ROSHAN ABBAS',  'SANJAY JAIN',  'SANJAY SINGH',  'PRESHA PARAGASH']","['Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel']","['opinion research', 'media monitoring', ' integrated analytics']","['',  'https://in.linkedin.com/in/brijbhasin',  '',  'https://in.linkedin.com/in/kavita-mehta-77899014',  '',  '',  '',  '',  '',  '']","[Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-02-17 00:00:00'),  Timestamp('2014-07-15 00:00:00')]","[1.220550924,  1.220550924,  1.220550924,  1.220550924,  1.220550924,  1.220550924,  1.220550924,  1.220550924,  1.220550924,  3.6616527710000004]",,,,VCC,"['Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed',  'Pre-Seed']",['Software and Internet Services'],Angel investment,,"['Lisa Drew', 'Mohammad Hamid']",,https://www.ridingo.com,,
YNOS0018,47LINE,Technology,,,,Software & Computer Services,,,Simplify Cloud Access with products,,2012-01-01,['Cloud Infrastructure'],,,,,[''],,['Cloud access'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Software and Internet Services'],Angel investment,Karnataka,[],Bengaluru,,13.094454,77.586014
YNOS0019,48EAST,Consumergoods,,,,Food and beverage,B2C,,48 East strives to bring in the best of eclectic Asian gourmet food right at the doorsteps of people.,,2016-01-01 0:00:00,['Food Services'],,,,,['AL DHAHERI FAMILY'],,['Food delivery'],,"[Timestamp('2017-02-01 00:00:00'),  '',  '']","['',  '',  '']","['',  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Hyperlocal and Logistics'],Angel investment,Karnataka,[],Bengaluru,,13.094454,77.586014
YNOS0020,5 SHELLS,Consumerservices,,,,Media,B2C,,"5Shells is a gaming company specializing in experiential learning games that hone leadership,  negotiation and other management skills",,,['Games and Gaming enablers'],IIM-B NSRCEL,2015-01-01 0:00:00,,,[''],,['Gaming'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Media Advertising and Gaming'],,,[],Bengaluru,http://www.5shells.com/,13.094454,77.586014
YNOS0021,6 DEGREE,Technology,,,,Software & Computer Services,B2C,,6Degree is a Creative Ensemble of artists and their creations. A technology idea that links artists across the globe and at the same time offers them a space to build and showcase their very own creative identity.,,2015-01-01 0:00:00,['Fashion'],,,,,[''],,['Connecting fashion'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Internet marketplace and e-Commerce'],Angel investment,Maharashtra,['Nikhil Hedge'],Mumbai,,19.180874,72.857452
YNOS0022,74 BC TECHNOLOGIES,Technology,,,,Software & Computer Services,B2B,,74 BC Technologies Pvt Ltd designs and develops a mobile application for bike ride transportation services.,,2015-01-01 0:00:00,['Transportation Services'],,,,,[''],,['Application for bike ride transportation services'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Hyperlocal and Logistics'],Angel investment,Haryana,"['Ashutosh Johri',  'Manu Rana']",Gurgaon,,28.457523,77.026344
YNOS0023,8MINUTES,Technology,,,,Technology Hardware & Equipment,B2C,,8Minutes sets up roof top solar energy power plants.,,,['Solar energy'],Startup Tunnel,2016-02-01 0:00:00,,,[''],,['Solar Energy Roof Top Power Plants'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Clean Technology'],,Delhi,[],New Delhi,http://8minutes.com/,28.526592,77.290169
YNOS0024,91SPRINGBOARD,Industrials,,,,Industrial goods and services,B2B,,91springboard is a vibrant coworking community created for startups freelancers and business owners with a startup mindset. We are dedicated to making your work-life easy and fun while playing an integral role in helping your organization grow.,,2012-01-01 0:00:00,['Business Support Services'],,,,,"['SUMIT DAYAL, DEEPAK SHARMA, SOUMITRA SHARMA']",,['Co-working'],,"[Timestamp('2016-08-01 00:00:00'),  '',  '']","['',  '',  '']","[3.0,  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Industrial and Business Products and Services'],Angel investment,Delhi,[],New Delhi,,28.526592,77.290169
YNOS0025,99REVIEW,Technology,,,,Software & Computer Services,B2B,,The platform aims to protect trees and save the nature.,,,['Pollution control'],,,,,[''],,['Reduces pollution'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Startup Centre,,['Clean Technology'],Incubation,Pondicherry,[],Pondicherry,,,
YNOS0026,A S JUSTRIDE TOURS AND TRAVELS,Consumerservices,,,,Travel and Leisure,B2C,"['',  '',  '',  '',  '',  '',  '',  '',  '']","A.S. Justride Tours and Travels Private Limited provides self-drive car rental services in India. Its rental fleet includes hatchbacks,  sedans,  SUVs,  and luxury cars.","['',  '',  '',  '',  '',  '',  '',  '',  '']",2015-01-01,"['Online Rental',  'Travel & Tourism']",,,,"['Seed',  'Venture Capital',  'Venture Capital',  'Venture Capital',  'Venture Capital',  'Venture Capital',  'Venture Capital',  'Venture Capital',  'Venture Capital']","['NIKUNJ JAIN',  'AATIF AHMED MISBAH',  'ALOK MITTAL',  'ANIRUDH A DAMANI',  'PHANINDRA SAMA',  'RAJESH SAWHNEY',  'ROHAN GANERIWALA',  'SANJAY JAIN',  'ZISHAAN HAYATH']","['Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel',  'Angel']",['Car rental services'],"['',  'https://www.linkedin.com/in/aatifmisbah',  '',  '',  '',  '',  '',  '',  '']","[Timestamp('2015-05-25 00:00:00'),  Timestamp('2015-08-21 00:00:00'),  Timestamp('2015-08-21 00:00:00'),  Timestamp('2015-08-21 00:00:00'),  Timestamp('2015-08-21 00:00:00'),  Timestamp('2015-08-21 00:00:00'),  Timestamp('2015-08-21 00:00:00'),  Timestamp('2015-08-21 00:00:00'),  Timestamp('2015-08-21 00:00:00')]","[3.2076241289999996,  128.30496509999998,  128.30496509999998,  128.30496509999998,  128.30496509999998,  128.30496509999998,  128.30496509999998,  128.30496509999998,  128.30496509999998]",,,,VCC,"['Pre-Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed',  'Seed']","['Internet marketplace and e-Commerce',  'Consumer Products and Services']",Angel investment,Maharashtra,"['VASANT VERMA',  'ABHISHEK MAHAJAN',  'AMIT SAHU',  'ASHWARYA SINGH',  'VASANT VERMA']",Mumbai,http://justride.in,19.180874,72.857452
YNOS0027,AADYA WEBSERVICES,Technology,,,,Software & Computer Services,B2B2C,,Aadya Webservices Pvt. Ltd. operates an online marketplace for customers and service providers (vendors) that enables them in connecting with each other and conducting business in a convenient and organized manner by scheduling online appointments.,,2015-01-01 0:00:00,['Connect to Professionals'],,,,,[''],,['Online platform that connects customers ans service providers'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Social Platforms'],Angel investment,Maharashtra,"['Siddharth Dalal',  'Ekta Dalal',  'Nidhi Nanavati Chandel']",Mumbai,,19.180874,72.857452
YNOS0028,AAIDEA SOLUTIONS,Technology,,,,Software & Computer Services,B2C,"['',  '']",AAIDEA Solutions Private Limited retails products online.,"['',  '']",2015-01-01,['Marketplace'],,,,"['Seed',  'Seed']","['MANAV KAMBOJ',  'VIKAS BANGA']","['Angel',  'Angel']",['Online marketplace'],"['https://in.linkedin.com/in/letsgom0manavkamboj',  '']","[Timestamp('2016-04-26 00:00:00'),  Timestamp('2016-04-26 00:00:00')]","[33.6128508,  33.6128508]",,,,VCC,"['Pre-Seed',  'Pre-Seed']",['Internet marketplace and e-Commerce'],Angel investment,Haryana,"['Anant Vishal Goel',  'Ashish Goel',  'Anurag Suresh Jain', ' Yatish Talvadia']",Gurgaon,http://milkbasket.com,28.457523,77.026344
YNOS0029,AARAV UNMANNED SYSTEMS,Technology,,,,Software & Computer Services,B2B,"['',  '']","We are a bunch of designers,  artists,  developers & engineers from IIT Kanpur,  IIT Bombay,  IISc Bangalore & IIST building the future of Drones and their applications in enterprise space!??< Our Drones provide high-value engineering solutions to enterprises across GIS Surveying/Mapping,  Industrial inspection & Precision agriculture.","['',  '']",2013-01-01,['Business Support Services'],,,,"['Seed',  'Seed']","['ASHOK ATLURI',  'SANJAY JESRANI']","['Angel',  'Angel']",['engineering solutions'],"['https://www.wfnen.org/investor/ashok-atluri/',  '']","[Timestamp('2016-02-23 00:00:00'),  Timestamp('2016-02-23 00:00:00')]","['',  '']",,,,VCC,"['',  '']",['Industrial and Business Products and Services'],Angel investment,Karnataka,"['VIPUL SINGH',  'YESHWANTH REDDY',  'SUHAS BANSHIWALA',  'NIKHIL UPADHYE']",Bangalore,http://aus.co.in,12.972442,77.580643
YNOS0030,AASAANJOBS,Industrials,,,,Industrial goods and services,B2B,,Aasaanjobs is a recruitment company for entry level jobs in India. It aims to create a digital identity for millions who play such a crucial role in the ever expanding service industry of the country.,,2014-01-01 0:00:00,['Business Training & Employment Agencies'],,,,,[''],,['Recruitment company'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Industrial and Business Products and Services'],Angel investment,Maharashtra,"['Dinesh Goel',  'Gaurav Toshiniwal']",Mumbai,,19.180874,72.857452
YNOS0031,AAVRTTI,Technology,,,,Software & Computer Services,B2C,,Aavrtti designs and develops an indigenous radar for ground surveying and wall inspection application.,,,['Ground surveying'],,,,,[''],,['Ground surveying'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",IITM,,"['Real Estate',  'Not required']",,,[],,,,
YNOS0032,AAYUV TECHNOLOGIES,Healthcare,,,,Healthcare,B2C,"['',  '',  '']","Aayuv Technologies Pvt.,  Ltd. operates an online and offline medical record hosting,  retrieval,  and health tracking Website.","['',  '',  '']",2014-01-01,['Telemedicine and Online health care platforms'],,,,"['Venture Capital',  'Series B',  'Venture Capital']","['ANSHOO GAUR',  'ANSHOO GAUR',  'KARAN MAHESHWARI']","['Angel',  'Angel',  'Angel']",['O2O Health care providers'],"['https://in.linkedin.com/in/anshoogaur',  'https://in.linkedin.com/in/anshoogaur',  '']","[Timestamp('2015-11-30 00:00:00'),  Timestamp('2015-11-30 00:00:00'),  Timestamp('2015-11-30 00:00:00')]","[16.03812064,  21.17031925,  16.03812064]",,,,VCC,"['Pre-Seed',  'Pre-Seed',  'Pre-Seed']",['Health-Tech'],Angel investment,Andhra Pradesh,['Kiran Kalakuntla'],Hyderabad,http://www.ekincare.com,17.437462,78.448288
YNOS0033,ABC HOME TEXTILES,Consumergoods,,,,Personal and household goods,B2C,,"We are amongst the trusted names involved in manufacturing and supplying a comprehensive array of Curtains,  Towels,  Blankets and more. Our ability to fulfill bulk demands has enabled us to render complete customer satisfaction.",,,['Clothing & Accessories'],,,,,[''],,['Designer curtain exporters'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Consumer Products and Services'],Angel investment,Tamil Nadu,[],Chennai,,12.981241,80.20945
YNOS0034,ABERUK,Consumerservices,,,,Retail,B2C,,AbeRuk works as a marketplace in the fragmented Used Books market.,,,['Books and Stationery'],,,,,['SWASTIKA'],,['Books market'],,"[Timestamp('2016-07-01 00:00:00'),  '',  '']","['',  '',  '']","[1.0,  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Internet marketplace and e-Commerce'],Angel investment,Karnataka,[],Bengaluru,,13.094454,77.586014
YNOS0035,ABHIMAN TECHNOLOGIES,Technology,,,,Software & Computer Services,B2B,,"Abhiman Technologies Private Limited provides online hiring solutions for job seekers to find jobs in India. It allows recruiters and companies to scan candidates,  schedule interviews,  and call candidates,  and expedites the hiring process.",,2014-01-01 0:00:00,['Business Support Services'],,,,,[''],,['Online platform that connects job seekers and recruiters'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Industrial and Business Products and Services'],Angel investment,Karnataka,"['Manjunath Thalwar',  'Abhijit Khasnis']",Bengaluru,,13.094454,77.586014
YNOS0036,ABHISHEK PATIL,Consumerservices,,,,Travel and Leisure,,,,,,[],,,,,[''],,[],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Consumer Products and Services'],Angel investment,,[],,,,
YNOS0037,ABN DRUGS,Healthcare,,,,Healthcare,B2C,,ABN Drugs is a manufacturer of drugs and medicines.,,,['Pharmaceuticals and drug development and manufacturing'],,,,,[''],,['Drugs and medicines manufacturers'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Health-Tech'],Angel investment,Tamil Nadu,[],Chennai,,12.981241,80.20945
YNOS0038,ABRA,Financials,,,,Financial services,B2C,[''],"Abra is a digital wallet which supports bitcoin & over 50 fiat currencies. Buy,  sell,  hold,  or send bitcoin or any supported currency.",[''],2014-01-01,['Bitcoin and Blockchain'],,,,['Series A'],['RATAN NAVAL TATA'],['Angel'],['Bitcoin transactors'],[''],[Timestamp('2015-10-26 00:00:00')],[''],,,,Deal Curry,[''],['Fin-Tech and Payments'],,California,"['PETE KELLY',  'BILL BARHYDT']",Mountain View,http://goabra.com,,
YNOS0039,ABROAD SHIKSHA,Technology,,,,Software & Computer Services,B2C,,"Based in Gurugram,  this edtech start-up facilitates Indian students??? admission to universities abroad.",,,['Training for entrance exams'],Edugild,2016-09-01 0:00:00,,,[''],,['Student Admission portal'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Edu-Tech'],,,[],Gurgaon,http://studyabroad.shiksha.com/,28.457523,77.026344
YNOS0040,ABSENTIA VIRTUAL REALITY,Technology,,,,Software & Computer Services,B2C,,"Virtual Reality is a potential multi-billion dollar market worldwide,  and India is one of the emerging markets. Its applications span across sectors like gaming,  education,  healthcare,  real estate,  architecture,  online shopping etc.",,2015-01-01 0:00:00,['Electronics'],,,,,[''],,['Virtual reality head mount device'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Technology'],Angel investment,Maharashtra,['Subham Mishra'],Thane,,19.226662,72.983833
YNOS0041,ACADGILD,Technology,,,,Software & Computer Services,B2C,,Acadgild is technical and business course provider offers mentor-led online courses to help professionals upskill.,,2014-01-01 0:00:00,['Online courses and resources'],,,,,['GROWTHSTORY'],,"['Online courses',  'Business course']",,"[Timestamp('2015-01-01 00:00:00'),  '',  '']","['',  '',  '']","['',  '',  '']","['Angel investors',  '',  '']","['',  '',  '']",VI,,['Edu-Tech'],Angel investment,Karnataka,"['VIKALP JAIN',  'VINOD K. DHAM']",Bengaluru,https://acadgild.com/,13.094454,77.586014
YNOS0042,ACCELERON LABS,Technology,,,,Software & Computer Services,B2B,,"Acceleron Labs??? mission is to bring the benefits of the proven accelerated micro server technology and software defined architecture based data center model to companies of all sizes. Acceleron Labs??? MDC converges server,  storage,  networking and acceleration into a single box. MDC reduces data center OPEX and CAPEX by accelerating Micro Server performance and deploying green data center solutions.",,,['Cloud Infrastructure'],Amrita - TBI,2015-01-01 0:00:00,,,[''],,['Cloud Computing'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Software and Internet Services'],,,[],Bengaluru,,13.094454,77.586014
YNOS0043,ACCENTIUM WEB,Technology,,,,Software & Computer Services,B2C,,Accentium Web Pvt Ltd is a young and dynamic Internet company in India with a competent business and technical in the Consumer Internet space in India.,,2014-01-01 0:00:00,['Enterprise Software'],,,,,[''],,['Internet company'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",Deal curry,,['Software and Internet Services'],Angel investment,Haryana,"['Bharanidharan Viswanathan',  'Vivek Pahwa',  'Ankur Warikoo']",Gurgaon,,28.457523,77.026344
YNOS0044,ACDC COMMERCE  (NAMAKH),Consumergoods,,,,Personal and household goods,B2C,,"ACDC Commece sells ladies tops,  kurthis,  sarees online.",,,['Clothing & Accessories'],,,,,[''],,['Online sellrs of ladies tops and kurthas'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Consumer Products and Services'],Angel investment,Karnataka,[],Bengaluru,,13.094454,77.586014
YNOS0045,ACEBOT,Technology,,,,Software & Computer Services,B2B,,"The new batch of start-ups selected for the Microsoft Accelerator programme are mainly in the areas of artificial intelligence and the internet of things,  targeting verticals,  including banking finance and financial services,  logistics,  healthcare,  pharm and energy .Seven of the start-ups,  including healthcare start-up SigTuple and packaging artwork management software provider Karomi are among series-stage mature businesses,  currently at an average annual revenue rate (ARR) of $1.5 million,  and average funding of $3.2 million. The other start-ups in the batch include: AceBot,  Active.Ai,  FirstHive,  Heckyl Technologies,  Lavelle Networks,  LetsTransport,  QuestionPro,  SysCloud,  Tricog,  vPhrase,  Wittyparrot and Zenatix.",,,['Communication services'],Microsoft Accelerator,2017-03-01 0:00:00,,,[''],,['ChatBot'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",VI,,['Software and Internet Services'],,,[],San Jose,http://acebot.ai/,,
YNOS0046,ACRIOLIS INDIA MOTORS,Consumergoods,,,,Automobile and parts,B2B,,"Acriolis India Motors Pvt. Ltd. Company,  is a start-up ready for action in Automobile manufacturing Industry. Acriolis India Motors will operate as both service provider & manufacturer.",,,['Commercial Vehicles & Trucks'],,,,,[''],,['Automobile manufacturing industry'],,"['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']","['',  '',  '']",TCA,,['Industrial and Business Products and Services'],Angel investment,Uttar Pradesh,[],Aligarh,,,
